NOM_RBD,COD_COM_RBD,PROM_GRAL,ASISTENCIA
COLEGIO CTRO. INTEG  ADULTOS ALTAZOL,13101.0,4.752341597796143,79.35261707988981
COLEGIO CUMBRES,13114.0,6.217801418439716,91.70070921985815
COLEGIO DALCAHUE,13114.0,5.145121951219512,77.03658536585365
COLEGIO DE AD. ANTONIO ACEVEDO,13121.0,4.364905660377358,72.54716981132076
COLEGIO DE AD. EDUCAP,13119.0,5.379482071713148,82.7988047808765
COLEGIO DE AD. INSTITUTO HUMBOLDT,13112.0,2.7822222222222224,39.30555555555556
COLEGIO DE AD. INSTITUTO NUEVA IMAGEN,13605.0,4.603278688524591,80.0327868852459
COLEGIO DE AD. SAN JAVIER DE SAN MIGUEL,13130.0,4.001142857142858,67.89142857142858
COLEGIO DE AD. SANTA MARIA DEL TRABAJO DE EST,13106.0,4.5348148148148155,73.4074074074074
COLEGIO DE ADULT.ACADEMIA ESTUDIOS MIRAFLORES,13101.0,4.860135135135135,77.60135135135135
COLEGIO DE ADULTO LAURA VICUNA DE RENCA,13128.0,2.810766045548654,42.67287784679089
COLEGIO DE ADULTOS  ALBA DE ORO,13501.0,4.401294498381877,67.03883495145631
COLEGIO DE ADULTOS ALFRED NOBEL EL BOSQUE,13105.0,2.8482233502538072,41.89340101522843
COLEGIO DE ADULTOS ALTAZOL DE SANTIAGO,13101.0,4.593478260869565,75.06521739130434
COLEGIO DE ADULTOS ALTOS DEL HUERTO,13303.0,4.822480620155039,78.6124031007752
COLEGIO DE ADULTOS ANTU-ANAY,13122.0,4.7983050847457624,79.01129943502825
COLEGIO DE ADULTOS CARELMAPU DE CONCHALI,13104.0,3.3523605150214593,64.91416309012875
COLEGIO DE ADULTOS CASA DE ESTUDIOS FUTURO,13123.0,5.170642201834863,81.10091743119266
COLEGIO DE ADULTOS ESCUELA DEL CARIÑO,13126.0,4.1875,72.875
COLEGIO DE ADULTOS GLADYS LAZO,13101.0,5.157219251336898,93.31550802139037
COLEGIO DE ADULTOS HERNANDO DE MAGALLANES,13110.0,4.274061433447099,73.03071672354949
COLEGIO DE ADULTOS INSTITUTO ANDES,13101.0,3.7196428571428575,59.57142857142857
COLEGIO DE ADULTOS INSTITUTO NUEVO BILBAO,13123.0,5.678354978354979,91.9090909090909
COLEGIO DE ADULTOS INSTITUTO ROGERIANO,13201.0,4.787931034482758,79.50287356321839
COLEGIO DE ADULTOS INSTITUTO TABANCURA SEDE LONDRES,13101.0,5.00921052631579,82.02631578947368
COLEGIO DE ADULTOS JOSE ABELARDO NUNEZ,13107.0,3.5085889570552147,58.91717791411043
COLEGIO DE ADULTOS JOSE ABELARDO NUNEZ EL BOS,13105.0,4.125054466230937,78.81263616557735
COLEGIO DE ADULTOS LONDON DE LA FLORIDA,13110.0,4.395089285714286,73.52678571428571
COLEGIO DE ADULTOS LOS LIBERTADORES DE MAIPU,13119.0,4.368421052631579,71.36842105263158
COLEGIO DE ADULTOS MANQUEHUE DE TIL TIL,13303.0,3.8859375,65.9140625
COLEGIO DE ADULTOS PART. VASCO DE GAMA,13130.0,3.6831683168316833,63.960396039603964
COLEGIO DE ADULTOS PRESBITERIANO DE MAIPU,13119.0,4.3352272727272725,65.98863636363636
COLEGIO DE ADULTOS PULMAHUE,13101.0,3.773716012084592,79.7129909365559
COLEGIO DE ADULTOS ROCKET,13118.0,4.119242902208201,67.94321766561514
COLEGIO DE ADULTOS SAN ANDRES DE COLINA,13301.0,4.444144144144144,77.26126126126127
COLEGIO DE ADULTOS SEMBRADOR SAN BENITO,13301.0,4.606862745098039,70.1470588235294
COLEGIO DE LA INMACULADA CONCEPCIÓN,13401.0,6.280243902439024,91.7109756097561
COLEGIO DE LA PROVIDENCIA C.LARRAIN DE I,13119.0,6.180418250950571,98.47908745247149
COLEGIO DE LA SALLE,13113.0,5.702329749103943,81.4578853046595
COLEGIO DE LOS SAGRADOS CORAZONES,13132.0,6.3526758869512925,95.11124473842453
COLEGIO DE LOS SAGRADOS CORAZONES ALAMEDA,13101.0,6.526011560693641,94.5587668593449
COLEGIO DE LOS SAGRADOS CORAZONES PROVIDENCIA,13123.0,6.418195266272189,95.19674556213018
COLEGIO DE MAIPO,13402.0,5.252314814814815,73.95138888888889
COLEGIO DEL REAL,13119.0,5.986197916666666,90.30729166666667
COLEGIO DEL SAGRADO CORAZON DE APOQUINDO,13114.0,6.464665127020785,96.53348729792148
COLEGIO DEL VALLE,13119.0,5.949127516778524,86.16375838926174
COLEGIO DEL VERBO DIVINO,13114.0,5.904498644986449,91.04715447154472
COLEGIO DEL VERBO DIVINO DE CHICUREO,13301.0,6.397005988023952,94.99251497005989
COLEGIO DENHAM SCHOOL,13401.0,6.1063186813186805,89.66758241758242
COLEGIO DIVINA PASTORA,13110.0,6.425,92.7145061728395
COLEGIO DIVINA PASTORA NUNOA,13120.0,5.868778280542986,91.5158371040724
COLEGIO DOMINGO EYZAGUIRRE,13401.0,5.741521739130435,87.21630434782608
COLEGIO DREYSE BELSER,13605.0,6.01063829787234,85.66489361702128
COLEGIO DUNALASTAIR,13114.0,6.216824471959214,88.08594319009468
COLEGIO DUNALASTAIR VALLE NORTE,13301.0,6.400072516316172,90.55329949238579
COLEGIO ECHAURREN,13106.0,5.6170506912442395,82.91090629800307
COLEGIO ECOLOGICO PAINE,13404.0,5.871485148514851,99.14851485148515
COLEGIO EDUC.PART. COMP.DE MARIA P. ALTO,13201.0,6.048618784530387,83.83517495395948
COLEGIO EDUCAADULTOS CONCHALI,13104.0,2.7294277929155313,29.891008174386922
COLEGIO EDUCAD LO ESPEJO,13116.0,3.974285714285714,62.53142857142857
COLEGIO EL ALMENDRO,13105.0,5.612542372881356,67.12881355932204
COLEGIO EL BOSQUE DE RENCA,13128.0,5.244186046511628,83.1686046511628
COLEGIO EL BOSQUE PROVINCIA CORDILLERA,13201.0,6.321834061135371,84.3995633187773
COLEGIO EL CARMEN TERESIANO,13113.0,6.061754385964912,90.0982456140351
COLEGIO EL CARMEN TERESIANO I,13132.0,5.248846153846154,83.86538461538461
COLEGIO EL ENCUENTRO,13122.0,6.026635514018692,89.83644859813084
COLEGIO EL LABRADOR,13402.0,6.410245901639344,90.12704918032787
COLEGIO EL PRADO,13124.0,5.7476426799007445,82.76426799007444
COLEGIO EL REDENTOR,13119.0,5.627852998065764,91.69825918762089
COLEGIO EL ROBLE,13120.0,6.023809523809524,88.57142857142857
COLEGIO EL SEMBRADOR,13201.0,5.703058579574909,83.82426127527216
COLEGIO ELENA BETTINI,13108.0,5.9850241545893725,89.17874396135265
COLEGIO ELLEN COLLEGE,13119.0,5.654901960784313,81.35854341736695
COLEGIO EMAUS,13114.0,4.514925373134329,71.58208955223881
